Rating,Seating Capacity,Average Meal Price,Marketing Budget,Social Media Followers,Chef Experience Years,Number of Reviews,Avg Review Length,Ambience Score,Service Quality Score,Weekend Reservations,Weekday Reservations,Revenue
3.5,50,62.05,2531,33775,2,998,142.9122076,2.4,3.7,39,33,696446.35
4.5,82,72.7,3165,38075,13,571,167.8936204,6.4,8.4,61,29,1340282.85
3.7,37,40.2,1873,24250,8,226,56.00547346,2.7,5.9,21,14,343921.6
4.7,35,39.98,4119,44603,1,174,293.9474915,3,2.3,5,31,320292.63
3.7,57,34.51,2105,22951,5,215,253.2938299,2.3,2.5,8,25,444062.21
4.4,48,35.65,1859,19910,10,397,161.7522268,9.5,9.1,35,38,401233.25
3.1,61,42.65,2695,33929,3,175,280.0653348,2.1,4.3,40,7,584054.85
3.8,50,70.73,2788,26832,11,418,282.764909,9.4,3.3,11,25,800749.38
3.7,53,67.08,1222,15573,5,931,183.2630304,3.9,7.2,14,16,795633.61
4.6,42,48.49,1652,23637,12,863,108.4626979,8.4,8.7,5,29,473595.53
4.9,66,36.02,1449,21566,12,296,171.7775837,9.5,5,45,11,545744
3.9,68,39.76,3080,38962,13,119,131.1996518,5.7,8.1,56,5,621237.38
4.6,88,71.7,8854,94613,14,572,161.9964073,7.9,4.9,14,28,1424369.45
4.4,54,26.3,2446,27650,4,132,277.8480077,3.4,7.2,11,13,326270.5
4.9,60,31.94,1858,25376,3,449,120.4586465,4.4,6.2,13,0,433360.62
4.6,76,54.82,8338,87078,17,721,259.7416987,6,9.1,65,38,960923.44
3.2,72,28.71,1654,22316,8,435,283.8252635,8.7,3.9,61,5,473360.94
4.4,40,27.44,2093,21389,16,107,251.2631969,6.6,7.9,26,32,269638.87
4.1,66,34.82,1034,12298,11,523,181.8133359,1.2,7.2,43,43,524694.7
3,40,62.61,1319,18791,5,902,190.994328,3.7,8.5,16,30,567165.71
3.5,44,46.16,2416,28610,16,983,254.9087489,8.8,6.5,43,36,479114.9
4.8,88,69.49,9021,98158,9,128,61.12520337,3.2,5.1,24,31,1374878.63
4.9,37,32.41,2559,35123,13,234,233.9824977,4.3,1.4,5,32,285730.05
4.6,65,36.32,2158,23446,8,126,182.216872,4.5,8.6,61,4,538587.3
5,90,61.8,6790,70148,5,120,149.2843607,2.4,9.2,61,46,1249423
4.6,64,31.24,3526,39349,9,165,241.7319202,4.1,5,35,63,462057.81
3,52,63.78,1994,25646,6,234,116.5618069,8.4,3,42,16,746467.18
3.6,75,48.52,4183,49222,2,372,273.8834319,8.6,6.8,24,32,818837.72
3.1,52,37.79,2309,29176,7,64,222.1219446,6.2,2.1,36,41,449462.65
3.2,74,40.9,6043,59465,17,901,202.5388974,7.1,1.4,15,22,699428.45
3.4,50,34.29,2220,29191,12,491,180.7800735,5.8,3.6,7,5,398358.53
4,83,33.7,3078,30787,1,564,103.1894147,1.4,7.1,27,49,627660.45
4.7,41,57.71,3043,39088,15,107,204.2362399,7.3,8.3,6,28,549673.13
4.7,62,33.1,1919,19322,11,332,231.2284951,10,2.4,27,37,473258.8
4.2,83,45.28,5745,65241,10,448,52.92242947,3.1,9.5,57,3,854846.91
4.9,61,35.29,4395,48971,16,749,141.6047869,9.8,6,29,56,508877.81
4,62,57.39,3404,33368,9,820,258.1160243,10,9.3,60,37,811872.65
4.8,55,30.31,4501,49540,12,461,208.0526984,2.3,2.3,2,6,389776.93
3.9,90,29.42,1749,26353,15,736,203.8176096,9.3,5.1,44,78,611070.59
3.6,44,51.92,1763,17842,16,626,107.1531713,7.1,4.9,4,20,528335.8
4.8,45,47.12,2976,33805,1,486,208.0221834,5.2,4.7,40,15,480035.45
3.8,38,30.78,1709,17894,6,965,246.5375168,4.1,9.4,34,5,275489.78
4,77,69.06,2990,35603,13,60,150.4390962,6.7,8.6,55,12,1196220.95
3.7,34,50.77,3455,40019,1,842,95.52303634,8.6,8.1,3,7,396758.57
4.3,84,31.18,7486,79784,13,240,69.31856457,1.3,3.6,24,60,607354.6
5,56,71.62,2918,35899,5,565,176.4239166,5.8,4.1,8,2,896315.83
3.1,66,51.04,2368,24790,3,900,220.9646483,6.9,3.3,46,45,757068.3
4.8,45,57.7,1265,16695,12,615,90.65981523,1.2,8.1,40,22,592823.15
3,80,43.41,2852,36320,10,109,155.3609062,9,4.5,4,7,784082.71
3.7,56,45.97,1770,19518,9,205,192.1608023,9.6,9.8,38,19,589137.27
3.3,80,47.18,1483,13491,17,187,88.96460598,6.5,4.3,69,29,856890.29
4.5,71,63.13,8762,88836,6,518,117.4724883,2.1,2.5,26,53,1013516.44
3.1,51,28.08,729,7811,14,725,202.1033465,9.4,9.4,43,19,341700.53
4.1,75,35.43,7907,82360,3,641,231.2559852,8.2,8,23,1,611148.57
3.6,52,58.6,1933,25198,18,978,208.9983511,1.3,6.2,50,33,700066
3.3,50,35.58,1934,21101,7,364,228.4085531,6.2,8.7,34,16,410514.05
4.5,69,48.81,911,12591,9,734,195.3761197,2,9.5,26,14,757734.36
3.4,85,35.94,3694,40068,15,228,258.9582278,2.3,8.8,39,64,701275.32
3.4,63,68.93,876,9210,19,95,256.6839927,2.7,9.1,31,46,983199.32
3.6,86,51.9,4699,49849,16,446,249.0618835,4.6,3.4,14,68,1012173.35
4.2,67,64.77,3043,34342,19,817,193.8645305,8.9,5.6,45,42,990170.8
4.3,53,72.02,2031,29170,19,398,298.5325505,1.3,8.2,7,11,866283.5
3,32,41.22,2813,34157,17,181,59.77800345,7.2,5.7,30,3,319969.37
3.5,37,71.26,3489,37651,6,731,98.91327498,9.7,6.8,7,29,602813.19
3.9,33,60.46,3761,42713,1,460,252.2193233,6.8,9.3,29,18,457533.19
3.7,84,73.88,3020,34764,19,185,256.5731297,8.3,3.7,37,21,1395019.72
4.8,82,55.55,3213,38455,15,666,254.6882053,9.1,5.9,1,69,1032029.65
4.6,63,54.74,2368,32132,3,863,268.178484,7.4,6.1,46,40,776590.02
4.3,63,31.45,2132,25862,17,953,155.651984,6.9,4.2,31,60,465724.7
3.7,54,44.34,1664,19902,6,75,282.9583805,1.2,4.3,47,19,539682.38
4.4,54,25.11,1443,21286,4,562,102.2926196,5.7,7.9,6,49,313484.71
4.7,82,34.56,2004,28447,8,540,284.2371223,5.2,9.4,45,14,643475.87
4.2,53,26.32,3823,43810,4,929,189.1696299,5.7,6.7,31,50,327611.16
4.6,67,62.93,4253,51041,2,815,90.97101804,4.9,5.4,44,7,944292.87
4.5,35,59.58,2569,33553,10,772,234.0192767,9.2,7.8,28,27,485532.75
4.1,54,42.49,3234,32909,12,517,123.9698163,9,10,11,10,532409.48
3.6,52,61.91,2127,21043,1,771,105.1143958,2.1,1.7,37,5,716315.95
4.5,69,31.8,1783,21996,12,651,93.01881742,5.8,6.9,1,26,504814.7
3.4,72,60.66,4991,53210,10,88,57.35132851,9.6,6,70,41,991343.14
4.6,32,58.05,1288,13654,12,954,241.1635034,6.4,6.5,7,10,430773.95
4.6,69,61.16,1477,18114,19,76,171.6260682,8.2,1.2,61,7,955320.84
4.6,51,53.12,1481,18618,3,247,294.6830367,4.4,9.6,7,30,608909.12
3.9,49,35.89,1625,19181,19,965,159.8178927,4.4,1.8,18,18,413854.18
3.4,67,35.67,2508,30111,7,791,260.8376371,3.9,3.8,61,42,544759.47
3.2,79,61.79,1364,18941,1,577,292.0236583,1.2,3.7,53,59,1083546.32
4.5,70,38.25,1253,21619,13,372,55.61551741,9.3,7.6,36,50,614816.45
4.8,76,75.48,6632,70141,9,71,76.32972266,4.1,7,72,63,1294625.97
4.3,89,50.72,7801,86199,16,122,136.9659424,4.3,1.6,14,65,1027795.85
3.3,63,57.01,1043,10504,18,745,267.5290469,7.8,2.3,24,5,814849.96
4.9,39,31.19,3000,35266,15,937,259.4876117,5.7,3.9,11,26,295485.12
5,89,50.96,8578,89253,15,490,141.683756,4.3,7.3,66,47,1038129.49
3.9,45,34.13,2746,30423,15,999,99.97600769,9,9.4,10,17,369110.81
4.2,55,47.12,2686,34183,10,441,250.5802205,8.4,3.8,31,19,592636.55
4.6,86,65.34,9065,96518,18,696,199.2286473,9.8,5.7,8,72,1281406.16
4.5,55,41.23,3165,35758,15,381,57.90011683,6.8,4.4,20,2,525419.81
4.9,47,51.58,1382,16400,12,50,251.0539832,7.2,6.2,31,39,556216.54
3.2,59,26.56,860,13544,1,487,289.2402166,3.9,6.7,5,37,353538.48
4.2,59,71.62,1515,17953,13,957,60.52174791,1.9,5.7,19,17,949864.49
4.4,78,35.47,4635,49094,17,257,121.4684007,2,4.5,15,11,636991.96
4.8,64,75.76,3447,43891,17,63,254.866244,6.8,8.9,50,55,1102148.01
4.7,60,34.77,1970,25313,7,271,196.1624207,2,8.2,27,47,476313.43
5,56,33.88,1193,20148,11,293,297.3390562,9.2,10,21,18,440808.54
4,87,32.3,5626,59031,12,708,278.875751,7.3,4.7,42,25,648382.55
4.7,31,46.72,4355,52883,9,324,94.56788658,3,1.3,22,0,339184.57
3.9,31,49.89,2022,25862,15,638,218.5070662,3.5,6.9,0,0,364505.31
3.8,62,71.82,2794,35498,1,157,213.321745,7.4,8.1,6,5,990991.88
3.5,80,44.36,2250,29438,11,379,77.71431989,8.4,9.4,11,57,805708.58
4.6,68,32.55,3199,33113,5,672,72.37973416,8.6,1.1,18,56,504791.45
5,49,50.28,4572,48084,19,174,192.3610293,6.4,8.9,46,8,578530
3.5,70,52.12,2985,35951,18,142,150.7432825,2.4,5.7,63,9,831361.29
3.1,46,34.9,2522,28672,18,461,186.3614788,8.4,4.4,13,43,384075.6
4.6,49,60,4318,47834,18,286,109.7071137,8.1,3,24,26,679850.7
4.2,87,32.48,2494,31065,7,809,189.1657588,8.5,8.3,70,80,646025.69
4.9,77,55.85,8455,88415,14,704,145.8488255,2.4,4.3,58,51,983747.45
3.5,62,40.23,1120,13392,1,258,271.8843795,7.2,6.4,19,19,558437.28
3.1,53,60.86,843,11611,9,368,126.5216657,9.6,5.6,52,12,729478.11
4,48,27.4,2276,23533,16,72,267.7086385,3.3,3.4,30,30,313757.45
3.2,72,35.66,2132,22457,6,476,147.4980907,7.5,8.1,36,48,584355.17
3.5,75,27.81,3301,35400,7,59,194.5414722,3.3,3.7,37,74,477205.66
3.3,55,57.23,937,15206,18,981,121.5942601,3.8,8.1,35,26,720904.18
3.4,35,58.03,2467,30405,1,817,252.2722376,5.4,4.7,20,12,459561.66
3.2,37,55.03,1140,10691,16,226,260.9116385,9.1,1.3,19,35,472776.26
4.9,66,71.27,4712,55139,18,959,252.2625943,1.3,7.9,46,18,1069040.81
3.6,79,34.26,2472,29426,18,815,209.9591181,9.9,9.1,48,28,629645.32
3.9,54,44.89,2780,35638,19,913,126.1960243,7.9,2.1,36,22,565250.66
4.8,68,35.45,1192,21486,13,339,209.1220749,4.2,6.3,49,66,553788.45
4.4,60,25.48,3236,36200,19,656,289.8779194,4.2,1.6,1,18,365167.32
4.2,59,34.74,1693,19731,3,856,212.0963384,5.3,8.5,43,12,465924.29
4.4,72,26.39,3713,40046,17,977,289.0982519,8.9,9.9,48,37,454286.47
4.7,59,30.02,3480,37352,11,129,126.1451132,1.2,5.5,8,34,410844.86
4.8,71,46.97,5670,57091,17,779,261.5002677,5.9,3.8,21,32,767593.49
4.3,58,34.06,3282,32812,12,770,229.6171209,1.5,8.6,22,44,460031.68
4.8,34,63.83,4791,48873,12,455,254.8010217,2,5.7,4,1,501987.48
4.1,90,28.74,2016,27860,16,149,227.6907417,7.2,5,50,82,597074.08
3.6,46,62.35,3194,32922,1,468,170.0907163,3.1,3.1,16,38,642953.9
4.8,55,70.58,4705,52250,13,72,221.643745,1.4,6.5,33,46,882475.92
4.1,60,54.95,3402,41716,2,842,283.0224782,2.5,6.5,43,32,741537.05
4.8,54,45.62,4454,50182,16,758,154.385296,2.9,3.4,7,26,570863.68
3.1,76,38.94,4718,51255,7,439,287.9363231,7.9,2.9,38,49,674422.89
3.8,36,31.88,1164,15182,2,296,62.34999665,6.6,4.9,22,1,262922.26
4.9,73,39.31,3897,40353,18,651,53.54317048,7.6,5.1,56,32,665423.4
3.5,90,67.11,5352,57178,17,814,173.4507132,4.3,2.2,41,48,1361475.79
4.9,59,37.73,4191,50866,16,535,262.128238,2,3.5,44,6,518045.63
4.9,47,62.46,2717,28654,18,567,111.9588398,8.2,2.4,17,9,674466.94
4.8,50,71.03,4573,53938,16,68,223.355964,2.3,9.1,49,27,814569.18
4.1,83,52.68,1878,25293,1,540,186.7262427,4.4,1.7,79,43,973202.97
4.3,55,62.04,2564,25682,5,836,122.6987772,3.4,8.9,45,12,768760.18
4.7,40,73.54,4486,49073,15,159,121.4483484,3.7,5.8,37,30,678388.23
4.6,63,47.63,4209,50745,13,928,68.31905019,6.4,7,42,28,690891.96
4.3,49,34.72,1426,17542,5,656,184.0535058,2.5,9.3,8,39,389440.26
5,32,56.67,3899,41845,18,648,162.5352283,5,4.3,5,8,429766.82
4.4,65,59.73,1367,17116,5,445,122.3557546,6.7,7.3,5,28,868023.94
5,85,52.72,4475,48434,16,62,292.6080896,8.8,7,4,3,1014910.04
3.1,56,62.61,2181,28551,11,391,254.6186873,4.3,9.9,9,16,792995.34
3.3,77,37.8,5946,58875,11,995,181.2377106,3.9,1.4,69,18,668212.75
3.9,73,33.4,1959,21327,3,756,180.4260621,4.3,5.1,12,47,549153.25
3.8,61,37.28,2562,27848,19,637,98.40292122,5.5,9.9,8,2,531605.72
4.6,81,49.04,3348,40124,10,790,212.2818093,3.8,4,37,41,896253.88
3.3,79,35.39,1488,15373,2,208,288.4088733,3.3,9.7,31,57,627313.36
5,61,28.78,1720,20538,17,382,274.5723777,4.4,8.4,15,23,413336.56
3.6,60,61.63,1982,20586,3,72,71.19275681,8,4.1,16,58,827575.12
3.9,60,38.25,2837,28796,3,766,63.27429766,3.3,1.3,31,15,516891.8
3.5,84,64.97,2776,34715,8,887,290.3112615,8.6,3.5,31,59,1222759.17
4.2,35,49.82,882,17511,16,942,99.97646134,3.6,2.1,3,2,405051.95
3.1,80,58.97,1735,18868,12,289,187.6035218,6.4,4.9,54,16,1059056.2
3.3,31,39.73,725,8262,19,875,68.67745149,9.7,9.5,11,0,302014.6
4.5,58,28.56,2472,25006,1,244,260.8243894,9.6,5.6,50,50,379671.42
3.4,40,62.19,2387,27258,19,760,79.4661279,4.9,5,27,6,577250.07
3.5,65,65.26,2482,23555,4,187,210.939287,1.6,2.9,5,21,942197.61
4.6,62,66.39,3645,39384,17,559,64.15699504,9.1,6.6,3,6,935445.63
3.2,42,61.17,791,7184,19,272,89.16796911,2.1,5.1,7,32,589716.99
3.9,67,44.87,3805,37693,4,885,178.0352694,9.3,8,28,4,681825.5
3,50,26.1,883,7835,15,477,61.42131461,7.6,5.6,26,12,311057.05
3.7,50,70.43,1792,24824,7,887,98.90319343,9.4,9,21,29,796633.2
4.4,89,54.52,3700,43424,17,899,84.0430758,7,8,61,9,1100484.92
3.2,79,54.9,5402,54070,9,504,60.1437577,10,2.3,49,13,980193.2
4.8,68,30.66,3922,43921,7,776,292.7491926,5.2,2.2,63,30,479771.15
4.8,66,45.27,3036,33763,4,57,162.5415709,4,1.2,45,3,669461.69
3.2,30,36.16,728,7740,17,931,264.7339561,4.5,4.3,14,13,263288.52
5,70,61.45,8218,91355,15,265,139.5556898,4.2,1.5,46,47,983018.1
3.6,46,26.36,2781,34224,9,333,60.64799237,4.6,5,2,41,287032.82
3.2,64,66.64,1525,23404,16,542,223.9134428,9,3.2,48,63,968064.98
3,51,63.49,2457,23858,6,488,59.68854781,6.3,5.5,8,3,727572.6
3.8,40,53.26,1068,18688,17,816,188.1955555,7.5,2.4,25,13,494699.88
4.3,70,54.27,2332,24773,7,372,84.77800431,3.6,5.9,11,56,852825.84
3.7,71,66.16,2183,25112,17,766,217.7042433,9.9,9.7,10,34,1064494.98
4.7,49,37.18,3397,38169,14,984,273.1759756,3.5,6.7,11,33,428686.45
4.4,78,74.16,5100,54885,15,722,288.9409514,2.4,6.1,25,13,1300707.45
3.7,88,32.93,3236,31667,18,675,181.9440878,8,8.1,56,76,672811.07
4.5,71,73.87,3021,33754,19,806,183.1759304,8.6,1.1,29,23,1184127.07
4.9,45,55.89,1301,20053,18,897,59.56976171,4.5,3.5,4,22,578997.24
3.2,69,44.51,1727,18306,14,764,242.4690357,5.9,9.9,63,52,704643.06
3.6,78,40.73,5342,60921,5,462,289.0521039,4.7,8,36,26,721608.17
3.9,89,33.42,2885,28516,7,266,159.558531,3.6,1.8,8,84,670449.16
4,90,71.27,3309,35688,12,194,248.4230242,8.3,3.9,30,7,1432604.59
4.1,53,32.02,831,7501,17,982,249.3641226,7.8,5,1,32,399698.35
3.6,62,48.69,3148,30179,19,695,246.4252142,5.4,9.4,15,27,697178.75
4.3,44,63.48,1404,22217,16,223,239.6702416,5.1,6.3,21,26,640039.69
4.3,69,36.02,3775,44672,2,319,103.7741842,2.6,1.7,41,16,559035.46
4.2,31,73.57,2422,25170,12,726,237.8562175,6.7,5.6,15,25,526903.03
3.2,49,30.35,2064,22509,17,931,86.09884529,9.3,3.6,19,43,357101
4,47,30.48,1988,19273,3,668,228.1257591,7.5,4,12,13,328524.29
3.7,38,34.48,2454,32025,8,809,50.88469696,5.6,2,16,29,307194.41
4,49,45.95,1702,25097,5,893,279.7062595,1.3,5.1,20,45,509870.05
4.8,70,40.7,7478,82719,17,900,256.8472029,9.4,7,19,16,667708.45
4,52,46.75,3670,38752,14,902,220.7408652,3.8,7.8,49,37,565456.1
3,86,39.84,2632,33016,14,78,73.61694477,3.7,7.3,15,66,778828.4
3.9,40,64.16,1085,14986,4,269,256.2471379,5.2,6.9,22,5,576738.72
4.6,57,65.27,2933,32680,15,770,268.7934536,4.9,8.8,10,55,848431.46
4.6,90,64.62,1995,21327,2,550,221.9969509,9.7,4,66,88,1297620.53
4,81,33.1,4070,46633,4,98,293.9716585,2.5,2.9,57,69,606664.15
3.5,40,37.03,3230,39125,17,51,73.21984211,7.2,1.8,17,35,354711.61
3.9,82,48.33,3161,33435,3,759,227.1623955,2,2.5,48,49,885779.4
4.1,84,50.47,4891,55357,16,650,181.1990087,3.5,2.3,26,66,963393.71
5,89,36.48,5208,58900,12,772,86.4015322,7.5,9.2,25,34,745835
4.3,86,63.6,5774,57624,3,119,214.6035283,8.2,2.6,57,18,1222792.6
4.4,81,37.5,2803,37058,5,754,249.8820563,5.2,1.8,8,74,684352.9
4,48,36.41,1414,21688,16,95,91.18706029,8.1,4.6,7,14,409251.93
3.7,49,35.31,2758,33882,7,112,248.3726776,9.4,2.5,19,36,399858.76
4.6,80,66.74,7918,83976,16,680,73.24265567,9.4,2.2,23,30,1212057.82
4,39,42.63,3607,45012,17,787,197.8500278,4.1,4.3,20,21,396285.76
5,46,41.33,4453,46230,2,902,249.6175274,3.8,9.3,44,6,437769.92
3.9,62,53.15,3799,46791,12,966,86.48920854,7.5,1.3,59,0,751176.6
3.1,85,30.7,4016,41941,13,541,192.8797737,6.9,2.9,9,53,600486.95
4.4,49,45.61,1303,21158,5,546,156.2195535,4.5,8.4,11,20,506409.22
3.1,49,35,2744,28008,16,76,201.8188468,3.1,3.2,17,33,402153.4
3.5,86,48.58,5155,58392,8,240,156.0554251,6.6,5,22,71,944405.76
3.7,54,42.48,1202,20667,14,840,112.7279672,4.9,1.9,37,26,526961.07
4.5,78,45.5,3342,35470,8,277,113.4527248,2.2,8.2,54,42,802139.5
4,53,65.92,2818,28067,18,917,266.1750468,6.8,7.6,52,22,802675.87
3.1,78,25.84,2797,30908,12,273,89.11357949,7.3,2.2,52,15,466167.06
4.2,85,51.4,4419,45952,11,344,80.7785628,4.3,9.5,10,77,988796.9
3.8,76,54.86,5008,58680,16,107,74.26978593,8.5,6.3,57,24,951593.5
4.8,83,41.11,7336,80950,15,862,68.53869159,1.7,8.2,38,68,788339.63
4,63,51.64,2866,34387,13,770,53.62304728,5.5,7.9,30,2,741387.91
4.4,56,33.81,3237,37301,18,703,90.10145899,9.6,5.7,15,3,449030.97
3.4,45,55.21,871,16543,1,711,98.18185873,2.7,7.7,29,10,556003.39
4.5,87,55.24,6233,62037,1,578,117.4310151,2.6,3.1,12,71,1074529.99
4.4,55,74.77,1258,15812,1,974,81.00987003,4.4,1.2,27,32,913441.68
4.8,56,46.13,3483,37991,9,545,73.53896348,3.4,4.1,51,21,590023.73
3.1,68,41,1151,12509,14,801,185.3691814,3,2.4,53,14,633972.95
3.9,77,36.81,7654,83591,18,87,229.6716107,9.5,9.8,17,60,667045.95
4.4,30,42.42,1102,16170,1,907,207.5467943,4.1,9.3,27,11,292286.86
3.2,66,35.44,1000,12234,11,848,189.1765922,1.5,2.3,49,62,532891.3
3.8,88,68.99,5443,55509,2,147,160.140943,9.1,4.1,28,23,1352927.72
4.9,56,38.08,4462,50281,19,107,208.495062,5,5.6,18,6,501648.09
3.9,67,33.86,3285,40930,2,396,275.4666927,7.6,4.6,3,23,513574.14
5,35,38.35,2534,32087,19,578,206.8546054,4.3,7.3,19,13,326541.3
3.1,70,27.22,952,14095,2,681,65.2152705,9.4,5.5,18,61,432377.73
4.4,55,44.03,3472,41924,6,584,192.6047221,3.6,6.1,38,12,551865.05
4.2,70,27.83,3626,37109,15,531,181.0536145,7,7.1,6,9,457457.8
4,79,58.11,4787,49278,11,771,163.0058119,8.4,1.2,26,64,1037577.41
4.9,37,40.99,4343,52646,16,262,192.1988275,3.1,1.1,29,4,361265.44
3.3,76,58.6,3078,37800,3,197,218.1544157,8.2,2.6,35,46,995386
4.8,78,39.65,2818,33576,3,145,59.31502327,8.1,7.5,23,7,695486.6
4.4,30,75.89,2941,38273,19,509,170.0502235,9.7,3.2,26,18,534729.61
3.5,60,49.06,1882,24862,11,309,254.3070083,9.3,9.3,33,13,671889.26
4.8,32,69.03,2398,25199,6,122,182.6943008,4.5,1.7,0,11,498722.52
3.9,87,74.1,6189,66485,9,380,66.96444738,6.3,6.2,24,36,1444891.05
4.6,35,48.43,1731,25036,5,98,243.7674978,9.3,1.2,21,16,387302.16
3.8,60,32.57,2674,29713,7,271,285.3328893,1,9.7,10,42,448052.09
4.7,34,59.66,1707,18505,1,414,262.9609895,6.6,2.9,0,21,455544.97
4.3,89,62.71,4500,48685,3,843,140.6421999,2.9,6.3,37,56,1246582.89
3.3,73,30.48,3872,38168,11,554,183.7059597,7.6,9.6,15,43,517476
4.3,37,49.11,2659,33913,10,81,197.8280391,8.2,1.3,8,0,418927.36
3.4,59,28.81,2615,30137,13,589,228.9496466,7.4,5.6,20,48,400320.44
3.8,32,67.69,3726,45775,3,868,216.5171979,10,5.7,13,6,496121.38
3.3,62,42.2,1240,17395,11,729,99.76786664,5.3,4.2,32,11,594743.95
3,66,58.19,1006,16962,9,86,260.7595974,6.1,6.9,20,29,861958.67
3.4,34,36.67,2213,29682,11,795,262.2955983,4.7,5.9,20,28,297498.58
4.1,57,40.55,1747,24428,9,228,151.0878934,9.8,3.2,1,15,526632.35
4,88,47.39,6098,59984,13,106,82.7286748,9.3,7.3,18,65,950891.65
4,47,37.93,3186,35779,9,794,202.1416866,9.9,5.2,19,14,416371.13
3.5,50,36.88,2442,31229,14,385,139.314982,9.9,5.2,2,45,433113.81
4.4,73,65.62,8124,83431,16,545,235.3476572,9.1,9.6,34,7,1094554.91
4.4,47,51.81,2916,38318,17,633,128.9142763,9.4,5.8,18,5,566627.86
3.7,83,42.4,3290,38492,15,244,115.749819,2.1,8.1,14,58,801205.2
4.8,80,56.83,3732,43693,11,52,266.9275929,2.6,8.8,17,4,1021441.68
4.3,78,51.77,3199,37119,12,251,203.9551339,9,6.2,21,77,916165.05
4.4,62,65.8,2555,31774,11,240,71.49791084,7.5,8.1,56,3,922015.8
3.6,46,30.82,881,10782,18,957,222.3407118,8.9,3.8,28,2,339529.88
3,44,35.39,998,13519,12,256,238.1833879,7.9,2.6,16,31,362616.32
4.7,51,33.06,1818,23061,8,160,108.8009034,2.3,7.3,10,23,387338.17
4.6,35,30.51,2127,30247,10,396,291.9140869,9.2,9.3,1,23,259336.24
3.2,76,43.56,2117,26623,3,555,143.2145616,7.9,1.4,9,29,739934.57
3.7,31,55.77,1635,20182,4,612,285.1434624,6.1,7.9,14,16,395981.23
4.3,62,30.97,1054,14352,13,799,123.4042309,5.8,1.3,21,11,441948.3
4.3,79,64.04,1891,19357,8,956,202.2989953,6.2,5.1,16,49,1131484.99
4.7,65,39.16,1413,16896,2,183,179.3924664,4.5,7.1,46,17,571039.98
3.3,78,31.59,4030,47407,2,957,298.039636,8.2,4.6,66,46,561887.81
3.9,77,70.43,7061,72630,6,330,152.0889023,9.2,3.7,37,62,1221966.66
3.2,44,55.79,2486,24086,7,275,94.82266587,3.3,2.7,21,43,556646.3
3.8,76,60.74,7345,75320,4,587,258.3022158,1.3,9.8,58,20,1041201.78
3,68,25.21,1187,18823,8,265,60.51104047,2.8,6.1,9,47,392540.73
4.8,33,73.01,3191,37552,18,641,271.2390072,7.8,2.2,32,1,560998.7
4.1,58,30.37,3341,38179,10,341,77.64737335,8.8,1.4,22,31,410071.8
4.7,88,35.05,5633,63350,11,981,193.0031095,4.1,3.2,5,44,705430.05
3.1,51,67.16,2465,30234,7,70,228.3538294,2.4,5.8,30,50,771932.04
3.5,56,58.97,3453,37852,5,271,134.0808351,8.7,7.8,25,52,748612.87
3.5,88,27,6253,69655,11,610,261.18536,2.9,9.8,12,27,552829.25
3.8,35,43.09,1974,19762,18,389,198.4262423,3.2,8.5,15,24,360542.46
4.6,64,67.19,924,18565,16,423,148.7889726,1.8,6.5,35,38,969950.16
3.8,76,61.78,6585,70833,19,621,131.3408825,9.2,7,75,61,1078429.55
3.4,35,48.08,3156,34753,5,923,78.00205909,3.9,5.7,24,28,389151.01
3.1,30,72.23,793,11638,7,803,210.0908902,2.5,4.9,15,28,491734.39
3.2,43,70.95,2876,35943,3,495,141.0107366,9.6,8.1,23,7,689215.8
4.5,50,34.66,3617,43418,10,428,130.1401371,4,2.6,26,45,403740.26
3.9,55,42.4,1764,23087,19,580,287.4869956,7.7,4,32,30,543147.15
4.5,67,34.57,3028,39024,5,444,118.1993973,3.1,9.8,18,65,528946.12
4.4,46,74.04,991,11394,5,639,269.1412777,7.5,6.1,0,17,762271.84
3.3,51,73.03,860,9454,11,405,293.7240055,3.1,5.5,28,20,837050.21
3.3,77,40.95,3165,31631,19,692,255.6849872,6.7,8.7,44,36,728228.9
4.5,70,44.65,1557,18792,12,490,54.87926582,5,7.9,61,29,711208.1
4.4,51,34.12,3739,38826,17,263,267.1559975,8.2,3.9,42,18,414259.28
3.8,45,60.85,3725,43153,15,177,103.3538343,7.6,6.6,16,20,632066.5
3.2,53,55.75,953,10887,18,561,138.3194065,9.4,2.7,38,13,677079.35
3,71,31.23,3919,44745,9,668,297.8957982,4.4,1.5,59,12,509214.35
3.6,34,58.91,1932,25487,17,502,151.2444649,7.8,9.9,29,18,472438.98
3,86,70.94,4294,49553,11,742,213.7087227,9.7,7.6,24,3,1368051.99
3.5,31,32.12,3291,32368,6,755,127.6797968,4,9.4,0,13,239245.14
3.8,43,32.09,1126,15512,12,957,142.3571672,3.6,8.5,33,20,326320.9
3.2,69,62.41,2585,32836,11,367,199.4063321,7.9,4.9,40,23,970662.64
3.2,76,52.47,4102,41437,17,94,287.0714364,5,8.8,13,44,908614.32
4.8,44,56.2,2407,33410,10,106,120.6138912,4.6,8.1,25,12,565465.6
4.2,67,32.11,3501,37039,13,435,111.8415018,5.9,3.3,17,21,497943.66
4.9,42,51.94,1899,19117,5,918,56.56864008,9.4,6.6,19,22,498514.01
3.7,41,29.49,752,13713,4,232,100.5272008,1.8,3.7,6,16,274467.14
4.4,31,53.39,4319,42594,7,836,115.6031387,5.2,3.1,29,19,386457.63
